primary_key,name,indication,symptoms
DB00515,Cisplatin,"For the treatment of metastatic testicular tumors, metastatic ovarian tumors and advanced bladder cancer.","['CDDP', 'Cis-DDP', 'cis-diamminedichloroplatinum(II)', 'Cisplatin']"
DB00516,Bentoquatam,"Used to prevent or reduce the severity of allergic contact dermatitis due to urushiol, the allergenic resin of poison ivy, poison oak, and poison sumac.",
DB00517,Anisotropine methylbromide,"For use in conjunction with antacids or histamine H<sub>2</sub>-receptor antagonists in the treatment of peptic ulcer, to reduce further gastric acid secretion and delay gastric emptying.","['8-Methyl-3-(2-propylpentanoyloxy)tropinium bromide', '8-Methyltropinium bromide 2-propylpentanoate', '8-Methyltropinium bromide 2-propylvalerate', 'Anisotropine methobromide', 'Anisotropine methylbromide', 'endo-8,8-Dimethyl-3-((1-oxo-2-propylpentyl)oxy)-8-azoniabicyclo(3.2.1)octane bromide', 'Methyloctatropine bromide', 'Octatropine methylbromide']"
DB00518,Albendazole,"For the treatment of parenchymal neurocysticercosis due to active lesions caused by larval forms of the pork tapeworm, <i>Taenia solium</i> and for the treatment of cystic hydatid disease of the liver, lung, and peritoneum, caused by the larval form of the dog tapeworm, <i>Echinococcus granulosus</i>.","['(5-(propylthio)-1H-benzimidazol-2-yl)carbamic acid methyl ester', '5-(propylthio)-2-carbomethoxyaminobenzimidazole', 'Eskazole', 'O-methyl N-(5-(propylthio)-2-benzimidazolyl)carbamate', 'Proftril']"
DB00519,Trandolapril,"For the treatment of mild to moderate hypertension, as an adjunct in the treatment of congestive heart failure (CHF), to improve survival following myocardial infarction (MI) in individuals who are hemodynamically stable and demonstrate symptoms of left ventricular systolic dysfunction or signs of CHF within a few days following acute MI, and to slow progression of renal disease in hypertensive patients with diabetes mellitus and microalbuminuria or overt nephropathy.",['Trandolapril']
DB00520,Caspofungin,For the treatment of esophageal candidiasis and invasive aspergillosis in patients who are refractory to or intolerant of other therapies.,"['(4R,5S)-5-((2-Aminoethyl)amino)-N(sup 2)-(10,12-dimethyltetradecanoyl)-4-hydroxy-L-ornithyl-L-threonyl-trans-4-hydroxy-L-prolyl-(S)-4-hydroxy-4-(p-hydroxyphenyl)-L-threonyl-threo-3-hydroxy-L-ornithyl-trans-3-hydroxy-L-proline cyclic (6-1)-peptide', 'Caspofungin']"
DB00521,Carteolol,For the treatment of intraocular hypertension and chronic open-angle glaucoma,
DB00522,Bentiromide,Indicated as a screening test for exocrine pancreatic insufficiency and to monitor the adequacy of supplemental pancreatic therapy.,"['Bentiromide', 'BTPABA', 'PFT']"
DB00523,Alitretinoin,For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,"['(2E,4E,6Z,8E)-3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid', '(7E,9Z,11E,13E)-retinoic acid', '9-cis-retinoic acid', '9-cis-Tretinoin', '9(Z)-Retinoic acid']"
DB00524,Metolazone,"For the treatment of hypertension, alone or in combination with other antihypertensive drugs of a different class.","['2-Methyl-3-o-tolyl-6-sulfamyl-7-chloro-1,2,3,4-tetrahydro-4-quinazolinone', '7-Chloro-1,2,3,4-tetrahydro-2-methyl-3-(2-methylphenyl)-4-oxo-6-quinazolinesulfonamide', '7-Chloro-1,2,3,4-tetrahydro-2-methyl-4-oxo-3-o-tolyl-6-quinazolinesulfonamide', 'Metolazone']"
DB00525,Tolnaftate,"Tolnaftate topical is used to treat skin infections such as athlete's foot, jock itch, and ringworm infections. Tolnaftate is also used, along with other antifungals, to treat infections of the nails, scalp, palms, and soles of the feet. The powder and powder aerosol may be used to prevent athlete's foot.","['2-Naphthyl N-methyl-N-(3-tolyl)thionocarbamate', 'm,N-Dimethylthiocarbanilic acid O-2-naphthyl ester', 'Methyl (3-methylphenyl)carbamothioic acid O-2-naphthalenyl ester', 'N-methyl-N-(3-methylphenyl)-1-(naphthalen-2-yloxy)methanethioamide', 'O-2-Naphthyl m,N-dimethylthiocarbanilate', 'Tolnaphthate']"
DB00526,Oxaliplatin,"Used in combination with infusional 5-FU/LV, is indicated for the treatment of advanced carcinoma of the colon or rectum and for adjuvant treatment of stage III colon cancer patients who have undergone complete resection of the primary tumor.","['Diaminocyclohexane Oxalatoplatinum', 'L-OHP', 'Oxalatoplatin', 'Oxalatoplatinum', 'Oxaliplatin']"
DB00527,Cinchocaine,For production of local or regional anesthesia by infiltration techniques such as percutaneous injection and intravenous regional anesthesia by peripheral nerve block techniques such as brachial plexus and intercostal and by central neural techniques such as lumbar and caudal epidural blocks.,"['2-butoxy-N-(2-(diethylamino)ethyl)cinchoninamide', '2-butoxy-N-(a-diethylaminoethyl)cinchoninamide', '2-butoxy-N-(ß-diethylaminoethyl)cinchoninamide', '2-butoxy-N-[2-(diethylamino)ethyl]-4-quinolinecarboxamide', '2-Butoxy-quinoline-4-carboxylic acid (2-diethylamino-ethyl)-amide', '2-butoxyquinoline-4-carboxylic acid diethylaminoethylamide', '2-N-butoxy-N-(2-diethylaminoethyl)cinchoninamide', 'Cinchocaine', 'Dibucaine', 'N-(2-(diethylamino)ethyl)-2-butoxycinchoninamide', 'a-butyloxycinchonic acid-<U+03B3>-diethylethylenediamine', 'a-butyloxycinchoninic acid diethylethylenediamide']"
DB00528,Lercanidipine,"For the treatment of Hypertension, management of angina pectoris and Raynaud's syndrome",['Lercanidipine']
DB00529,Foscarnet,For the treatment of CMV retinitis in patients with acquired immunodeficiency syndrome (AIDS) and for treatment of acyclovir-resistant mucocutaneous HSV infections in immunocompromised patients.,"['Carboxyphosphonic acid', 'Foscarmet', 'Phosphonoformate', 'Phosphonoformic acid', 'Phosphonomethanoic acid']"
DB00530,Erlotinib,"Erlotinib is indicated for:

- The treatment of metastatic non-small cell lung cancer (NSCLC) with tumors showing epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations [FDA label]. 

- In combination with first-line treatment for patients diagnosed with locally advanced, unresectable or metastatic pancreatic cancer [FDA label].

The safety and efficacy of erlotinib have not been established for patients with NSCLC whose tumors show other EGFR mutations. Additionally it is not recommended for use in combination with platinum-based chemotherapy. [FDA label]","['[6,7-Bis-(2-methoxy-ethoxy)-quinazolin-4-yl]-(3-ethynyl-phenyl)-amine', 'Erlotinib']"
DB00531,Cyclophosphamide,"Cyclophosphamide is indicated for the treatment of malignant lymphomas, multiple myeloma, leukemias, mycosis fungoides (advanced disease), neuroblastoma (disseminated disease), adenocarcinoma of the ovary, retinoblastoma, and carcinoma of the breast. It is also indicated for the treatment of biopsy-proven minimal change nephrotic syndrome in pediatric patients.","['(+-)-Cyclophosphamide', '(RS)-Cyclophosphamide', '2-[Bis(2-chloroethylamino)]-tetrahydro-2H-1,3,2-oxazaphosphorine-2-oxide', 'Anhydrous cyclophosphamide', 'Bis(2-chloroethyl)phosphoramide cyclic propanolamide ester', 'Ciclofosfamide', 'Cyclophosphamide anhydrous', 'Cytophosphane', 'N,N-Bis(2-chloroethyl)tetrahydro-2H-1,3,2-oxazaphosphorin-2-amine 2-oxide']"
DB00532,Mephenytoin,For the treatment of refractory partial epilepsy.,['Mephenytoin']
DB00533,Rofecoxib,"For the treatment of osteoarthritis, rheumatoid arthritis, acute pain in adults, and primary dysmenorrhea, as well as acute treatment of migraine attacks with or without auras.","['3-phenyl-4-[4-(methylsulfonyl)phenyl]-2(5H)-furanone', '4-[4-(methylsulfonyl)phenyl]-3-phenyl-2(5H)-furanone']"
DB00534,Chlormerodrin,Previously used as a diuretic. The radiolabeled form has been used as a diagnostic and research tool.,"['{3-[(aminocarbonyl)amino]-2-methoxypropyl}chloromercury', '1-[3-(chloromercuri)-2-methoxypropyl]urea', 'Chlormerodrin']"
DB00535,Cefdinir,"For the treatment of the respiratory, skin, soft tissue, and ENT infections caused by <i>H. influenzae</i> (including b-lactamase producing strains), <i>H. parainfluenzae</i> (including b-lactamase producing strains), <i>S. pneumoniae</i> (penicillin-susceptible strains), <i>S. pyogenes</i>, <i>S. aureus</i> (including b-lactamase producing strains), and <i>M. catarrhalis</i>.","['(6R,7R,Z)-7-(2-(2-aminothiazol-4-yl)-2-(hydroxyimino)acetamido)-8-oxo-3-vinyl-5-thia-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid', '(6R,7R)-7-{2-(2-Amino-thiazol-4-yl)-2-[(Z)-hydroxyimino]-acetylamino}-8-oxo-3-vinyl-5-thia-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid', 'CFDN']"
DB00536,Guanidine,For the reduction of the symptoms of muscle weakness and easy fatigability associated with the myasthenic syndrome of Eaton-Lambert. It is not indicated for treating myasthenia gravis.,"['Aminomethanamidine', 'Gu', 'Guanidin', 'Guanidine', 'Imidourea', 'Iminourea']"
DB00537,Ciprofloxacin,"Ciprofloxacin is only indicated in infections caused by susceptible bacteria.[L6469,L6472,L6475,L6478,L6481,L6484,L6487,L6490,L6493]

Ciprofloxacin immediate release tablets, oral suspensions, and intravenous injections are indicated for the treatment of skin and skin structure infections, bone and joint infections, complicated intra-abdominal infections, nosocomial pneumonia, febrile neutropenia, adults who have inhaled anthrax, plague, chronic bacterial prostatitis, lower respiratory tract infections including acute exacerbations of chronic bronchitis, urinary tract infections, complicated urinary tract infections in pediatrics, complicated pyelonephritis in pediatrics, and acute sinusitis.[L6481,L6478]

A ciprofloxacin otic solution and otic suspension with hydrocortisone are indicated for acute otitis externa.[L6469,L6484] Ciprofloxacin suspension with dexamethasone is indicated for acute otitis media in pediatric patients with tympanostomy tubes or acute otitis externa.[L6490] A ciprofloxacin intratympanic injection is indicated for pediatric patients with bilateral otitis media with effusion who are having tympanostomy tubes placed or pediatric patients 6 months or older with acute otitis externa.[L6493]

A ciprofloxacin eye drop is indicated for bacterial corneal ulcers and conjunctivitis.[L6472] A ciprofloxacin eye ointment is indicated for bacterial conjunctivitis.[L6475]

A ciprofloxacin extended release tablet is indicated for uncomplicated urinary tract infections, complicated urinary tract infections, and acute uncomplicated pyelonephritis.[L6487]","['1-cyclopropyl-6-fluoro-1,4-dihydro-4-oxo-7-(1-piperazinyl)-3-quinolinecarboxylic acid', '1-cyclopropyl-6-fluoro-4-oxo-7-(piperazin-1-yl)-1,4-dihydroquinoline-3-carboxylic acid', '1-Cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,4-dihydro-quinoline-3-carboxylic acid', '1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid', '1-Cyclopropyl-6-fluoro-7-(4-methyl-piperazin-1-yl)-4-oxo-1,4-dihydro-quinoline-3-carboxylic acid', '1-cyclopropyl-6-fluoro-7-hexahydro-1-pyrazinyl-4-oxo-1,4-dihydro-3-quinolinecarboxylic acid', 'Ciprofloxacin']"
DB00538,Gadoversetamide,"Gadoversetamide is an MRI contrast agent used for MRI diagnostic procedures to provide increased enhancement and visualization of lesions of the brain, spine and liver, including tumors.",['Gadoversetamide']
DB00539,Toremifene,For the treatment of metastatic breast cancer in postmenopausal women with estrogen receptor-positive or receptor-unknown tumors. Toremifene is currently under investigation as a preventative agent for prostate cancer in men with high-grade prostatic intraepithelial neoplasia and no evidence of prostate cancer.,['Toremifene']
DB00540,Nortriptyline,Primarily indicated for the relief of symptoms of depression.,"['10,11-dihydro-N-methyl-5H-dibenzo[a,d]cycloheptene-<U+0394>5,<U+03B3>-propylamine', '3-(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine', 'Demethylamitriptyline', 'Desmethylamitriptyline']"
DB00541,Vincristine,"Treatment of acute lymphocytic leukemia (ALL), Hodgkin lymphoma, non-Hodgkin lymphomas, Wilms' tumor, neuroblastoma, rhabdomyosarcoma. Liposomal vincristine is indicated for the treatment of relapsed Philadelphia chromosome-negative (Ph-) acute lymphoblastic leukemia (ALL).","['22-Oxovincaleukoblastin', '22-Oxovincaleukoblastine', 'Leurocristine', 'Vincristine']"
DB00542,Benazepril,Benazepril is indicated for the treatment of hypertension[A840]. It may be used alone or in combination with thiazide diuretics[FDA Label].,
DB00543,Amoxapine,For the relief of symptoms of depression in patients with neurotic or reactive depressive disorders as well as endogenous and psychotic depressions. May also be used to treat depression accompanied by anxiety or agitation.,"['2-Chloro-11-(1-piperazinyl)dibenz(b,f)(1,4)oxazepine', 'Amoxapine', 'Desmethylloxapin']"
DB00544,Fluorouracil,"For the topical treatment of multiple actinic or solar keratoses. In the 5% strength it is also useful in the treatment of superficial basal cell carcinomas when conventional methods are impractical, such as with multiple lesions or difficult treatment sites. Fluorouracil injection is indicated in the palliative management of some types of cancer, including colon, esophageal, gastric, rectum, breast, biliary tract, stomach, head and neck, cervical, pancreas, renal cell, and carcinoid.","['5-Fluoropyrimidine-2,4-dione', '5-Fluorouracil', '5-Fluracil', '5-FU', 'Fluoro Uracil', 'Fluouracil']"
DB00545,Pyridostigmine,For the treatment of myasthenia gravis.,['Pyridostigmine cation']
DB00546,Adinazolam,For the treatment of anxiety and status epilepticus.,"['8-Chloro-1-((dimethylamino)methyl)-6-phenyl-4H-s-triazolo(4,3-a)(1,4)benzodiazepine', 'Adinazolam']"
DB00547,Desoximetasone,For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.,"['(11ß,16a)-9-fluoro-11,21-dihydroxy-16-methylpregna-1,4-diene-3,20-dione', '9alpha-fluoro-16alpha-methyl-delta(1)-corticosterone', 'Desoximetasone', 'Desoxymethasone']"
DB00548,Azelaic acid,For the topical treatment of mild-to-moderate inflammatory acne vulgaris.,"['1,7-dicarboxyheptane', '1,7-Heptanedicarboxylic acid', '1,9-nonanedioic acid', 'Anchoic acid', 'Azelaic acid', 'Lepargylic acid', 'n-nonanedioic acid', 'Nonanedioic acid']"
DB00549,Zafirlukast,For the prophylaxis and chronic treatment of asthma.,"['4-(5-cyclopentyloxycarbonylamino-1-methyl-1H-indol-3-ylmethyl)-3-methoxy-N-o-tolylsulfonylbenzamide', 'cyclopentyl 3-(2-methoxy-4-((o-tolylsulfonyl)carbamoyl)benzyl)-1-methylindole-5-carbamate', 'Zafirlukast']"
DB00550,Propylthiouracil,Used to manage hyperthyroidism which is due to an overactive thyroid gland (Grave's disease).,"['2-Mercapto-6-propyl-4-pyrimidone', '2-Mercapto-6-propylpyrimid-4-one', '2-Thio-4-oxo-6-propyl-1,3-pyrimidine', '2-Thio-6-propyl-1,3-pyrimidin-4-one', '4-propyl-2-thiouracil', '6-Propyl-2-thio-2,4(1H,3H)pyrimidinedione', '6-propyl-2-thiouracil', '6-propyl-2-thioxo-2,3-dihydropyrimidin-4(1H)-one', '6-Propylthiouracil', '6-Thio-4-propyluracil', 'Propylthiouracil']"
