"primary_key","category_Categories","mesh-id_Categories"
"DB05676","Cytochrome P-450 CYP3A4 Substrates (strength unknown)",NA
"DB05676","Disease-modifying Antirheumatic Agents",NA
"DB05676","Drugs that are Mainly Renally Excreted",NA
"DB05676","Imides","D007094"
"DB05676","Immunosuppressive Agents","D007166"
"DB05676","Isoindoles","D054833"
"DB05676","Peripheral Nervous System Agents","D018373"
"DB05676","Phosphodiesterase 4 Inhibitors","D058988"
"DB05676","Phosphodiesterase Inhibitors","D010726"
"DB05676","Phthalic Acids","D010795"
"DB05676","Phthalimides","D010797"
"DB05676","Piperidines","D010880"
"DB05676","Piperidones","D010881"
"DB05676","Selective Immunosuppressants",NA
"DB05676","Sensory System Agents","D018689"
"DB05678","Acids, Carbocyclic","D000146"
"DB05678","Amides","D000577"
"DB05678","Benzene Derivatives","D001555"
"DB05678","Benzoates","D001565"
"DB05679","Amino Acids, Peptides, and Proteins","D000602"
"DB05679","Antibodies","D000906"
"DB05679","Antibodies, Monoclonal","D000911"
"DB05679","Antibodies, Monoclonal, Humanized","D061067"
"DB05679","Antineoplastic and Immunomodulating Agents",NA
"DB05679","Blood Proteins","D001798"
"DB05679","Dermatologicals","D003879"
"DB05679","Globulins","D005916"
"DB05679","Immunoglobulins","D007136"
"DB05679","Immunomodulatory Agents",NA
"DB05679","Immunoproteins","D007162"
"DB05679","Immunosuppressive Agents","D007166"
"DB05679","Interleukin Inhibitors",NA
"DB05679","Interleukin-12 Antagonist",NA
"DB05679","Interleukin-12 Antagonists",NA
"DB05679","Interleukin-23 Antagonist",NA
"DB05679","Interleukin-23 Antagonists",NA
"DB05679","Misc. Skin and Mucous Membrane Agents",NA
"DB05679","Proteins","D011506"
"DB05679","Serum Globulins","D012712"
"DB05683","Benzene Derivatives","D001555"
"DB05683","Hydrocarbons, Halogenated","D006846"
"DB05683","Hydrocarbons, Iodinated","D006847"
"DB05683","Iodine Radioisotopes","D007457"
"DB05683","Lipids","D008055"
"DB05686","Benzene Derivatives","D001555"
"DB05686","Hydrazines","D006834"
"DB05687","Acids, Acyclic","D000144"
"DB05687","Amino Acids","D000596"
"DB05687","Amino Acids, Peptides, and Proteins","D000602"
"DB05687","Aminobutyrates","D000613"
"DB05687","Antipsychotic Agents","D014150"
"DB05687","Butyrates","D002087"
"DB05687","Central Nervous System Depressants","D002492"
"DB05687","Fatty Acids","D005227"
"DB05687","Fatty Acids, Volatile","D005232"
"DB05687","Lipids","D008055"
"DB05687","Neurotoxic agents",NA
"DB05687","Phenothiazines","D010640"
"DB05687","Sulfur Compounds","D013457"
"DB05708","Benzene Derivatives","D001555"
"DB05708","Cholinergic Agents","D018678"
"DB05708","Cholinergic Agonists","D018679"
"DB05708","Neurotransmitter Agents","D018377"
"DB05708","Nicotinic Agonists","D018722"
"DB05710","Anticholinergic Agents","D018680"
"DB05710","Central Nervous System Depressants","D002492"
"DB05710","Muscle Relaxants",NA
"DB05710","Muscle Relaxants, Peripherally Acting Agents",NA
"DB05710","Nicotinic Antagonists","D018733"
"DB05713","Amino Acids","D000596"
"DB05713","Amino Acids, Peptides, and Proteins","D000602"
"DB05714","Acids","D000143"
"DB05714","Acids, Noncarboxylic","D000148"
"DB05714","Amino Acids, Peptides, and Proteins","D000602"
"DB05714","Boron Compounds","D001896"
"DB05714","Oligopeptides","D009842"
"DB05714","Peptides","D010455"
"DB05718","Alcohols","D000438"
"DB05718","Amino Acids, Peptides, and Proteins","D000602"
"DB05718","Biological Factors","D001685"
"DB05718","Biomedical and Dental Materials","D001697"
"DB05718","Carbohydrates","D002241"
"DB05718","Colony-Stimulating Factors","D003115"
"DB05718","Compounds used in a research, industrial, or household setting","D020313"
"DB05718","Cytokines","D016207"
"DB05718","Ethylene Glycols","D005026"
"DB05718","Glycoconjugates","D006001"
"DB05718","Glycols","D006018"
"DB05718","Glycoproteins","D006023"
"DB05718","Hematopoietic Cell Growth Factors","D016298"
"DB05718","Intercellular Signaling Peptides and Proteins","D036341"
"DB05718","Macromolecular Substances","D046911"
"DB05718","Peptides","D010455"
"DB05718","Polymers","D011108"
"DB05718","Proteins","D011506"
"DB05718","Recombinant Proteins","D011994"
"DB05719","Amides","D000577"
"DB05719","Sulfur Compounds","D013457"
"DB05721","Benzazepines","D001552"
"DB05722","Amines","D000588"
"DB05724","Biological Factors","D001685"
"DB05724","Bodily Secretions","D012634"
"DB05724","Complex Mixtures","D045424"
"DB05724","Fluids and Secretions","D005441"
"DB05724","Marine Toxins","D008387"
"DB05724","Mollusk Venoms","D008978"
"DB05724","Toxins, Biological","D014118"
"DB05724","Venoms","D014688"
"DB05735","Amides","D000577"
"DB05735","Amino Acids, Peptides, and Proteins","D000602"
"DB05735","Aza Compounds","D001372"
"DB05735","Azabicyclo Compounds","D053961"
"DB05735","beta-Lactams","D047090"
"DB05735","Carbohydrates","D002241"
"DB05735","Glycoconjugates","D006001"
"DB05735","Lactams","D007769"
"DB05735","Peptides","D010455"
"DB05735","Sulfur Compounds","D013457"
"DB05735","Thiazines","D013843"
"DB05737","Acids, Acyclic","D000144"
"DB05737","Enzyme Inhibitors","D004791"
"DB05737","Fatty Acids","D005227"
"DB05737","Fatty Acids, Volatile","D005232"
"DB05737","Lipids","D008055"
"DB05737","Phospholipase A2 Inhibitors","D064801"
"DB05739","Amino Acids, Peptides, and Proteins","D000602"
"DB05739","Angiotensin II","D000804"
"DB05739","Peptides","D010455"
"DB05767","Analgesics","D000700"
"DB05767","Analgesics, Non-Narcotic","D018712"
"DB05767","Anti-Infective Agents","D000890"
"DB05767","Anti-Inflammatory Agents","D000893"
"DB05767","Antiparasitic Agents","D000977"
"DB05767","Antiplatelet agents","D010975"
"DB05767","Antiprotozoals","D000981"
"DB05767","Antirheumatic Agents","D018501"
"DB05767","Biological Products","D001688"
"DB05767","Central Nervous System Agents","D002491"
"DB05767","Colitis, Ulcerative, drug therapy",NA
"DB05767","Complex Mixtures","D045424"
"DB05767","Hematologic Agents","D006401"
"DB05767","Peripheral Nervous System Agents","D018373"
"DB05767","Pharmaceutical Preparations","D004364"
"DB05767","Plant Preparations","D028321"
"DB05767","Sensory System Agents","D018689"
"DB05767","Stereoisomerism","D013237"
"DB05767","Terpenes","D013729"
"DB05768","Enzymes","D004798"
"DB05768","Enzymes and Coenzymes","D045762"
"DB05768","Esterases","D004950"
"DB05768","Hydrolases","D006867"
"DB05768","Phosphoric Monoester Hydrolases","D010744"
"DB05771","Biological Products","D001688"
"DB05771","Complex Mixtures","D045424"
"DB05771","Pharmaceutical Preparations","D004364"
"DB05771","Plant Preparations","D028321"
"DB05773","Amides","D000577"
"DB05773","Amino Acids, Peptides, and Proteins","D000602"
"DB05773","Anti-Bacterial Agents","D000900"
"DB05773","Antibodies","D000906"
"DB05773","Antibodies, Monoclonal","D000911"
"DB05773","Antimitotic Agents","D050256"
"DB05773","Antineoplastic Agents","D000970"
"DB05773","Antineoplastic and Immunomodulating Agents",NA
"DB05773","Blood Proteins","D001798"
"DB05773","Cytochrome P-450 CYP3A Inhibitors","D065692"
"DB05773","Cytochrome P-450 CYP3A Substrates",NA
"DB05773","Cytochrome P-450 CYP3A4 Inhibitors","D065692"
"DB05773","Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)",NA
"DB05773","Cytochrome P-450 CYP3A4 Substrates",NA
"DB05773","Cytochrome P-450 CYP3A4 Substrates (strength unknown)",NA
"DB05773","Cytochrome P-450 CYP3A5 Substrates",NA
"DB05773","Cytochrome P-450 Enzyme Inhibitors","D065607"
"DB05773","Globulins","D005916"
"DB05773","HER2 Receptor Antagonist",NA
"DB05773","Immunoglobulins","D007136"
"DB05773","Immunoproteins","D007162"
"DB05773","Immunosuppressive Agents","D007166"
"DB05773","Lactams","D007769"
"DB05773","Lactams, Macrocyclic","D047029"
"DB05773","Lactones","D007783"
"DB05773","Mitosis Modulators","D050258"
"DB05773","Myelosuppressive Agents",NA
"DB05773","P-glycoprotein/ABCB1 Substrates",NA
"DB05773","Polyketides","D061065"
"DB05773","Proteins","D011506"
"DB05773","Serum Globulins","D012712"
"DB05773","Tubulin Modulators","D050257"
"DB05777","Amino Acids, Peptides, and Proteins","D000602"
"DB05777","Carbohydrates","D002241"
"DB05777","Glycoconjugates","D006001"
"DB05777","Glycoproteins","D006023"
"DB05777","Membrane Glycoproteins","D008562"
"DB05777","Membrane Proteins","D008565"
"DB05777","Platelet Membrane Glycoproteins","D010980"
"DB05777","Proteins","D011506"
"DB05777","Receptors, Cell Surface","D011956"
"DB05777","Receptors, G-Protein-Coupled","D043562"
"DB05777","Receptors, Immunologic","D011971"
"DB05777","Receptors, Peptide","D018000"
"DB05777","Receptors, Proteinase-Activated","D044462"
"DB05777","Receptors, Thrombin","D018179"
"DB05779","Adjuvants, Immunologic","D000276"
"DB05779","Amino Acids, Peptides, and Proteins","D000602"
"DB05779","Angiogenesis Modulating Agents","D043924"
"DB05779","Antidotes","D000931"
"DB05779","Antineoplastic Agents","D000970"
"DB05779","Cardiovascular Agents","D002317"
"DB05779","Compounds used in a research, industrial, or household setting","D020313"
"DB05779","Growth Inhibitors","D006131"
"DB05779","Growth Substances","D006133"
"DB05779","Immunologic Factors","D007155"
"DB05779","Oligopeptides","D009842"
"DB05779","Peptides","D010455"
"DB05779","Protective Agents","D020011"
"DB05786","Alkylating Drugs","D000477"
"DB05786","Antineoplastic Agents","D000970"
"DB05786","Antineoplastic Agents, Alkylating","D018906"
"DB05786","Noxae","D009676"
"DB05786","Radiation-Sensitizing Agents","D011838"
"DB05786","Terpenes","D013729"
"DB05786","Toxic Actions","D004786"
"DB05790","Stereoisomerism","D013237"
"DB05791","Anti-Obesity Agents","D019440"
"DB05791","Central Nervous System Agents","D002491"
"DB05791","Compounds used in a research, industrial, or household setting","D020313"
"DB05791","Contrast Media","D003287"
"DB05791","Diagnostic Uses of Chemicals","D064907"
"DB05791","Emulsions","D004655"
"DB05791","Hydrocarbons, Fluorinated","D006845"
"DB05791","Hydrocarbons, Halogenated","D006846"
"DB05791","Magnetic Resonance Imaging Contrast Media",NA
"DB05791","Radiation-Sensitizing Agents","D011838"
"DB05792","Cycloparaffins","D003516"
"DB05792","Receptors, sigma","D017480"
"DB05793","Amino Acids, Peptides, and Proteins","D000602"
"DB05793","Antigens","D000941"
"DB05793","Antigens, Surface","D000954"
"DB05793","Biological Factors","D001685"
"DB05793","Blood Proteins","D001798"
"DB05793","Carbohydrates","D002241"
"DB05793","Cell Adhesion Molecules","D015815"
"DB05793","Globulins","D005916"
"DB05793","Glycoconjugates","D006001"
"DB05793","Glycoproteins","D006023"
"DB05793","HIV Fusion Inhibitors","D023581"
"DB05793","Immunoglobulin Constant Regions","D007127"
"DB05793","Immunoglobulin Fc Fragments","D007141"
"DB05793","Immunoglobulin Fragments","D007128"
"DB05793","Immunoglobulins","D007136"
"DB05793","Immunoproteins","D007162"
"DB05793","Membrane Glycoproteins","D008562"
"DB05793","Membrane Proteins","D008565"
"DB05793","Peptide Fragments","D010446"
"DB05793","Peptides","D010455"
"DB05793","Proteins","D011506"
"DB05793","Recombinant Fusion Proteins","D011993"
"DB05793","Recombinant Proteins","D011994"
"DB05793","Serum Globulins","D012712"
"DB05794","Cardiac Therapy",NA
"DB05794","Vasodilators Used in Cardiac Diseases",NA
"DB05796","Neprilysin, antagonists & inhibitors",NA
"DB05797","Amino Acids, Peptides, and Proteins","D000602"
"DB05797","Antibodies","D000906"
"DB05797","Antibodies, Monoclonal","D000911"
"DB05797","Blood Proteins","D001798"
"DB05797","Globulins","D005916"
"DB05797","Immunoglobulins","D007136"
"DB05797","Immunoproteins","D007162"
"DB05797","Proteins","D011506"
"DB05797","Serum Globulins","D012712"
"DB05798","Carbohydrates","D002241"
"DB05798","Glycosides","D006027"
"DB05798","Nucleic Acids, Nucleotides, and Nucleosides","D009706"
"DB05798","Nucleotides","D009711"
"DB05798","Polynucleotides","D011119"
"DB05800","Amines","D000588"
"DB05800","Ethylamines","D005021"
"DB05800","Mercaptoethylamines","D008624"
"DB05800","Sulfhydryl Compounds","D013438"
"DB05800","Sulfur Compounds","D013457"
"DB05804","17-Ketosteroids","D015068"
"DB05804","Adrenal Cortex Hormones","D000305"
"DB05804","Androstanes","D000731"
"DB05804","Androstenes","D000736"
"DB05804","Androstenols","D000737"
"DB05804","BSEP/ABCB11 Substrates",NA
"DB05804","Cytochrome P-450 CYP3A7 Substrates",NA
"DB05804","Dehydroepiandrosterone","D003687"
"DB05804","Gonadal Hormones","D042341"
"DB05804","Gonadal Steroid Hormones","D012739"
"DB05804","Hormones","D006728"
"DB05804","Hormones, Hormone Substitutes, and Hormone Antagonists","D006730"
"DB05804","Ketosteroids","D007664"
"DB05804","Steroids","D013256"
"DB05804","Testosterone Congeners","D045165"
"DB05805","Alkaloids","D000470"
"DB05805","Aza Compounds","D001372"
"DB05805","Azabicyclo Compounds","D053961"
"DB05805","Neurotransmitter Uptake Inhibitors","D014179"
"DB05806","Alkaloids","D000470"
"DB05808","Carbohydrates","D002241"
"DB05808","Polysaccharides","D011134"
"DB05812","Androstanes","D000731"
"DB05812","Androstenes","D000736"
"DB05812","Antineoplastic Agents","D000970"
"DB05812","Antineoplastic and Immunomodulating Agents",NA
"DB05812","Chemically-Induced Disorders","D064419"
"DB05812","Cytochrome P-450 CYP1A2 Inhibitors","D065609"
"DB05812","Cytochrome P-450 CYP1A2 Inhibitors (strong)",NA
"DB05812","Cytochrome P-450 CYP2C19 Inhibitors","D065689"
"DB05812","Cytochrome P-450 CYP2C19 Inhibitors (moderate)",NA
"DB05812","Cytochrome P-450 CYP2C8 Inhibitors","D065687"
"DB05812","Cytochrome P-450 CYP2C8 Inhibitors (moderate)",NA
"DB05812","Cytochrome P-450 CYP2C9 Inhibitors","D065688"
"DB05812","Cytochrome P-450 CYP2C9 Inhibitors (moderate)",NA
"DB05812","Cytochrome P-450 CYP2D6 Inhibitors","D065690"
"DB05812","Cytochrome P-450 CYP2D6 Inhibitors (moderate)",NA
"DB05812","Cytochrome P-450 CYP3A Substrates",NA
"DB05812","Cytochrome P-450 CYP3A4 Substrates",NA
"DB05812","Cytochrome P-450 CYP3A4 Substrates (strength unknown)",NA
"DB05812","Cytochrome P-450 Enzyme Inhibitors","D065607"
"DB05812","Cytochrome P450 17A1 Inhibitors",NA
"DB05812","Cytochrome P450 2D6 Inhibitors",NA
"DB05812","Endocrine Therapy",NA
"DB05812","Enzyme Inhibitors","D004791"
"DB05812","Hormone Antagonists","D006727"
"DB05812","Hormone Antagonists and Related Agents",NA
"DB05812","Hormones, Hormone Substitutes, and Hormone Antagonists","D006730"
"DB05812","Steroid Synthesis Inhibitors","D065088"
"DB05812","Steroids","D013256"
"DB05814","Anti-Bacterial Agents","D000900"
"DB05814","Cytochrome P-450 CYP3A Inhibitors","D065692"
"DB05814","Cytochrome P-450 CYP3A4 Inhibitors","D065692"
"DB05814","Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)",NA
"DB05814","Cytochrome P-450 Enzyme Inhibitors","D065607"
"DB05814","Lactones","D007783"
"DB05814","Polyketides","D061065"
"DB05817","Amides","D000577"
"DB05817","Sulfones","D013450"
"DB05817","Sulfur Compounds","D013457"
"DB05819","Amino Acids, Peptides, and Proteins","D000602"
"DB05819","Blood Glucose Lowering Agents","D007004"
"DB05819","Hormones","D006728"
"DB05819","Hormones, Hormone Substitutes, and Hormone Antagonists","D006730"
"DB05819","Pancreatic Hormones","D010187"
"DB05819","Peptide Hormones","D036361"
"DB05819","Peptides","D010455"
"DB05819","Proinsulin","D011384"
"DB05819","Protein Precursors","D011498"
"DB05819","Proteins","D011506"
"DB05820","Acetates","D000085"
"DB05820","Acids, Acyclic","D000144"
"DB05820","Amines","D000588"
"DB05820","Diamines","D003959"
"DB05820","Ethylenediamines","D005029"
"DB05820","Fatty Acids","D005227"
"DB05820","Fatty Acids, Volatile","D005232"
"DB05820","Lipids","D008055"
"DB05820","Polyamines","D011073"
"DB05821","Acids, Acyclic","D000144"
"DB05821","Fatty Acids","D005227"
"DB05821","Fatty Acids, Volatile","D005232"
"DB05821","Lipids","D008055"
"DB05821","Pentanoic Acids","D010421"
"DB05821","Valerates","D014631"
"DB05825","Pregnadienes","D011245"
"DB05825","Pregnadienetriols","D011246"
"DB05825","Pregnanes","D011278"
"DB05825","Steroids","D013256"
"DB05829","Amino Acids, Peptides, and Proteins","D000602"
"DB05829","Calcium Homeostasis",NA
"DB05829","Hormones","D006728"
"DB05829","Hormones, Hormone Substitutes, and Hormone Antagonists","D006730"
"DB05829","Parathyroid Hormones and Analogues",NA
"DB05829","Peptide Hormones","D036361"
"DB05829","Peptides","D010455"
"DB05829","Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",NA
"DB05829","Thyroid Products","D013972"
"DB05830","Adrenal Cortex Hormones","D000305"
"DB05830","Contraceptive Agents, Male","D003272"
"DB05830","Estranes","D004962"
"DB05830","Estrenes","D004963"
"DB05830","Gonadal Hormones","D042341"
"DB05830","Gonadal Steroid Hormones","D012739"
"DB05830","Hormonal Contraceptives for Systemic Use","D003270"
"DB05830","Hormones","D006728"
"DB05830","Hormones, Hormone Substitutes, and Hormone Antagonists","D006730"
"DB05830","Reproductive Control Agents","D012102"
"DB05830","Steroids","D013256"
"DB05830","Testosterone Congeners","D045165"
"DB05837","Carbohydrates","D002241"
"DB05837","Glycosides","D006027"
"DB05837","Nucleic Acids, Nucleotides, and Nucleosides","D009706"
"DB05837","Nucleosides","D009705"
"DB05838","Receptors, Vasopressin, agonists",NA
"DB05840","Acids, Acyclic","D000144"
"DB05840","Benzene Derivatives","D001555"
"DB05840","Fatty Acids","D005227"
"DB05840","Fatty Acids, Volatile","D005232"
"DB05840","Lipids","D008055"
"DB05842","Cyclodecanes","D043822"
"DB05842","Cycloparaffins","D003516"
"DB05842","Diterpenes","D004224"
"DB05842","Taxoids","D043823"
"DB05842","Terpenes","D013729"
"DB05854","Sulfur Compounds","D013457"
"DB05855","Alkaloids","D000470"
"DB05855","Pyridines","D011725"
"DB05855","Solanaceous Alkaloids","D012991"
"DB05860","Pegylated agents",NA
"DB05864","Amino Acids","D000596"
"DB05864","Amino Acids, Branched-Chain","D000597"
"DB05864","Amino Acids, Essential","D000601"
"DB05864","Amino Acids, Peptides, and Proteins","D000602"
"DB05864","Ethers","D004987"
"DB05864","Ethers, Cyclic","D004988"
"DB05868","Acids, Acyclic","D000144"
"DB05868","Sulfur Compounds","D013457"
"DB05869","Keto Acids","D007651"
"DB05871","Amides","D000577"
"DB05874","Antioxidants","D000975"
"DB05874","Biological Factors","D001685"
"DB05874","Pigments, Biological","D010860"
"DB05874","Porphyrins","D011166"
"DB05875","Amino Acids, Peptides, and Proteins","D000602"
