"primary_key","synonym_Synonyms","language_Synonyms","coder_Synonyms"
"DB04930","3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropane carboxylic acid, (3-phenoxyphenyl) methyl ester","english",NA
"DB04930","Permethrin","english","inn/usan"
"DB04931","Afamelanotide","english","inn/usan"
"DB04931","Melanotan 1","english",NA
"DB04931","Melanotan I","english",NA
"DB04931","MT-I","english",NA
"DB04932","Defibrotide free acid","english",NA
"DB04932","Defibrotide free acid (porcine mucosa)","english",NA
"DB04932","Defibrotide free acid (porcine)","english",NA
"DB04934","3'-hydroxy-5'-(4-isobutyl-1-piperazinyl)benzoxazinorifamycin","english",NA
"DB04936","(3S,4S,5R)-1,3,4,5,6-pentahydroxyhexan-2-one","english",NA
"DB04936","D-lyxo-hex-2-ulose","english",NA
"DB04936","D-lyxo-hexulose","english",NA
"DB04936","D-tag","english",NA
"DB04936","D-tagatose","english",NA
"DB04936","keto-D-tagatose","english",NA
"DB04938","2-(4-(4-Chloro-1,2-diphenyl-but-1-enyl)phenoxy)ethanol","english",NA
"DB04938","2-(p-((Z)-4-Chloro-1,2-diphenyl-1-butenyl)phenoxy)ethanol","english",NA
"DB04938","Deamino-hydroxytoremifene","english",NA
"DB04938","Ospemifene","english","inn/usan"
"DB04938","Ospemifeno","spanish",NA
"DB04941","Crofelemer","english","usan"
"DB04942","retinobenzoic acid","english",NA
"DB04944","Acadesina","spanish","inn"
"DB04944","Acadesine","english","inn"
"DB04944","Acadesinum","latin","inn"
"DB04944","AICA-riboside","english",NA
"DB04945","Deoxyhemoglobin","english",NA
"DB04945","Haemoglobin","english",NA
"DB04945","Human hemoglobin","english",NA
"DB04946","1-[4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1- piperidinyl]propoxy]-3-methoxyphenyl]ethanone","english",NA
"DB04946","4'-(3-(4-(6-fluoro-1,2-benzisoxazol-3-yl)piperidino)propoxy)-3'-methoxyacetophenone","english",NA
"DB04946","Iloperidona","spanish","inn"
"DB04946","Ilopéridone","french","inn"
"DB04946","Iloperidone","english","inn/usan"
"DB04946","Iloperidonum","latin","inn"
"DB04948","2-(alpha-(2,6-Dichlorophenoxy)ethyl)2-imidazoline","english",NA
"DB04948","Lofexidina","spanish","inn"
"DB04948","Lofexidine","english","inn"
"DB04948","Lofexidinum","latin","inn"
"DB04949","5G1.1-sc","english",NA
"DB04949","h5G1.1-scFv","english",NA
"DB04949","Pexelizumab","english","inn/usan"
"DB04951","pirfenidona","spanish","inn"
"DB04951","Pirfenidone","english","inn/usan"
"DB04953","ethyl {2-amino-4-[(4-fluorobenzyl)amino]phenyl}carbamate","english",NA
"DB04953","Ethyl 2-amino-4-((p-fluorobenzyl)amino)carbanilate","english",NA
"DB04953","EZG","english",NA
"DB04953","Ezogabine","english","usan"
"DB04953","N-(2-Amino-4-(4-fluorobenzylamino)-phenyl) carbamic acid ethyl ester","english",NA
"DB04953","N-(2-Amino-4-(4-fluorobenzylamino)phenyl)carbamic acid ethyl ester","english",NA
"DB04953","Retigabina","spanish",NA
"DB04953","Retigabine","english","inn"
"DB04953","RTG","english",NA
"DB04958","Epratuzumab","english","inn/usan"
"DB04958","IMMU-HLL2","english",NA
"DB04959","BCG65-E7","english",NA
"DB04959","Heat-shock protein HSP 65 (Mycobacterium BCG) fusion protein with transcription factor E7 (human papillomavirus 16)","english",NA
"DB04959","HPV 16 E7/HSP65 vaccine","english",NA
"DB04959","HPV E7 Peptide Epitope Vaccine","english",NA
"DB04959","HspE7","english",NA
"DB04959","Verpasep caltespen","english","inn/usan"
"DB04960","tipifarnib","spanish","inn"
"DB04960","Zarnestra","english",NA
"DB04961","(-)-ODDC","english",NA
"DB04963","Recombinant human GAD65","english",NA
"DB04963","Recombinant human glutamic acid decarboxylase","english",NA
"DB04964","Monoclonal antibody B43.13","english",NA
"DB04964","Oregovamab","english",NA
"DB04964","Oregovomab","english","inn"
"DB04967","1-((2-(Diethylamino)ethyl)amino)-4-methylthioxanthen-9-one","english",NA
"DB04967","1-{[2-(diethylamino)ethyl]amino}-4-methylthioxanthen-9-one","english",NA
"DB04967","1-diethylaminoethylethylamino-4-methyl-thioxanthenone","english",NA
"DB04967","Lucanthone","english/french","inn"
"DB04967","Lucanthonum","latin","inn"
"DB04967","Lucantona","spanish","inn"
"DB04970","2-(4-(4-(4-Chloropyrazol-1-yl)butyl)-1-piperazinyl)pyrimidine","english",NA
"DB04970","Lesopitron","english","inn"
"DB04971","Reglitazar","english","inn"
"DB04971","Reglixane","english",NA
"DB04975","Banoxantrone","english","inn/ban"
"DB04977","Dehydrodidemnin B","english",NA
"DB04977","Plitidepsin","english","inn/ban"
"DB04977","Plitidepsina","spanish","inn"
"DB04977","Plitidepsine","french","inn"
"DB04977","Plitidepsium","latin","inn"
"DB04982","Talampanel","english","inn"
"DB04996","Satraplatin","english","inn"
"DB05004","Pyy (3-36) peptide","english",NA
"DB05004","PYY 3-36","english",NA
"DB05004","PYY(3-36)","english",NA
"DB05004","PYY3-36","english",NA
"DB05011","Taberminogene vadenovec","english","inn"
"DB05013","3-Angeloylingenol","english",NA
"DB05013","3-Ingenyl angelate","english",NA
"DB05013","Ingenol 3-angelate","english",NA
"DB05013","Ingenol mebutate","english","inn/usan"
"DB05013","Ingenol mebutato","spanish",NA
"DB05013","Ingenoli mebutas","latin","inn"
"DB05013","Mébutate d'ingénol","french","inn"
"DB05013","Mebutato de ingenol","spanish","inn"
"DB05015","Belinostat","english","inn/usan"
"DB05016","3-[5-(2-fluorophenyl)-1,2,4-oxadiazol-3-yl]benzoic acid","english","iupac"
"DB05016","Ataluren","english","inn/usan"
"DB05018","1-Deoxygalactonojirimycin","english",NA
"DB05018","1-Deoxygalactostatin","english",NA
"DB05018","Migalastat","english","inn/usan"
"DB05029","Duramycin","english",NA
"DB05029","Lancovutide","english","inn"
"DB05034","Urodilatin ularitide","english",NA
"DB05039","Indacaterol","english","inn/usan"
"DB05045","(34-L-glutamine)pancreatic hormone (human)","english",NA
"DB05076","4-HPR","english",NA
"DB05076","4-hydroxy(phenyl)retinamide","english",NA
"DB05076","4-hydroxyphenyl retinamide","english",NA
"DB05076","Fenretinida","spanish","inn"
"DB05076","Fenretinide","english","inn/usan"
"DB05076","Fenretinidum","latin","inn"
"DB05076","N-(4-hydroxyphenyl)all-trans retinamide","english",NA
"DB05088","Thiomolybdate","english",NA
"DB05088","Tiomolibdate ion","english",NA
"DB05095","Cimicoxib","english","inn"
"DB05097","hMN-14","english",NA
"DB05097","Labetuzumab","english","inn/usan"
"DB05097","MAb hMN14","english",NA
"DB05097","Monoclonal antibody hMN-14","english",NA
"DB05100","prinomastat","spanish","inn"
"DB05103","Pivaloyloxymethyl butyrate","english",NA
"DB05103","Pivaloyloxymethylbutyrate","english",NA
"DB05103","Pivanex","english",NA
"DB05107","16alpha-bromoepiandrosterone","english",NA
"DB05109","Ecteinascidin 743","english",NA
"DB05109","Trabectedin","english","inn/usan"
"DB05109","Trabectedina","spanish",NA
"DB05134","17AAG","english",NA
"DB05134","Tanespimycin","english","inn"
"DB05134","tanespimycina","spanish","inn"
"DB05137","Lobelina","spanish","inn"
"DB05143","CA1P","english",NA
"DB05143","Combretastatin A-1 bis(phosphate)","english",NA
"DB05143","Combretastatin A1 diphosphate","english",NA
"DB05143","OXI4503","english",NA
"DB05145","ThGLP-1","english",NA
"DB05209","Recombinant human antigen-specific polyclonal antibody (pAb) against RhD antigen expressed in Chinese hamster ovary cells","english",NA
"DB05219","Crisaborole","english","inn/usan"
"DB05237","Recombinant human mannan-binding protein","english",NA
"DB05237","Recombinant human mannose-binding lectin","english",NA
"DB05237","rhMBP","english",NA
"DB05239","Cobimetinib","english","inn/usan"
"DB05245","Silver sulfadiazinate","english",NA
"DB05245","Silver sulfadiazine","english",NA
"DB05245","Silver sulphadiazine","english",NA
"DB05245","Sulfadiazine silver","english","inn"
"DB05245","Sulfadiazine silver salt","english",NA
"DB05246","(RS)-1,3-Dimethyl-3-phenyl-2,5-pyrrolidindion","english",NA
"DB05246","1,3-Dimethyl-3-phenyl-2,5-dioxopyrrolidine","english",NA
"DB05246","1,3-Dimethyl-3-phenyl-pyrrolidin-2,5-dione","english",NA
"DB05246","1,3-Dimethyl-3-phenylsuccinimide","english",NA
"DB05246","alpha-Methyl-alpha-phenyl N-methyl succinimide","english",NA
"DB05246","alpha-Methylphensuximide","english",NA
"DB05246","Mesuximida","spanish","inn"
"DB05246","Mesuximide","english","inn"
"DB05246","Mesuximidum","latin","inn"
"DB05246","Methsuximid","german",NA
"DB05246","Methsuximide","english","usp"
"DB05246","Metosuccimmide","italian","dcit"
"DB05246","N-methyl-alpha-methyl-alpha-phenylsuccinimide","english",NA
"DB05246","N,2-Dimethyl-2-phenylsuccinimide","english",NA
"DB05252","Fenoxaprop ethyl","english",NA
"DB05253","17alpha-Acetoxy-11beta-(4-(dimethylamino)phenyl)-21-methoxy-19-norpregna-4,9-dien-3,20-dione","english",NA
"DB05254","Bovine Fibrinolysin","english",NA
"DB05254","Bovine Plasmin","english",NA
"DB05254","Fibrinolysin (human)","english",NA
"DB05254","Fibrinolysin, human","english",NA
"DB05254","Plasmin (bos taurus)","english",NA
"DB05254","Plasmin (bovine)","english",NA
"DB05254","Plasmin bovine","english",NA
"DB05258","HuIFN-alpha-Le","english",NA
"DB05258","IFN-a","english",NA
"DB05258","Interferon alfa","english","inn"
"DB05258","Natural alpha interferon","english",NA
"DB05259","(T,G)-A-L","english",NA
"DB05259","COP 1","english",NA
"DB05259","COP-1","english",NA
"DB05259","Copolymer I (synthetic peptide)","english",NA
"DB05259","Copolymer-1","english",NA
"DB05260","Gallium nitrate (anhydrous)","english",NA
"DB05260","Nitric acid, gallium salt, anhydrate","english",NA
"DB05262","1H-Pyrazolo[3,4-d]pyrimidine-4,6(5H,7H)-dione","english",NA
"DB05262","Alloxanthine","english",NA
"DB05262","DHPP","english",NA
"DB05262","Ossipurinolo","italian","dcit"
"DB05262","Oxipurinol","english","inn"
"DB05262","Oxipurinolum","latin","inn"
"DB05262","Oxoallopurinol","english",NA
"DB05262","Oxypurinol","english","usan"
"DB05265","Ecabet","english","inn"
"DB05265","Ecabetum","latin","inn"
"DB05266","Ibudilastum","latin",NA
"DB05271","(6S)-6-(propyl(2-(2-thienyl)ethyl)amino)-5,6,7,8-tetrahydro-1-naphthalenol","english",NA
"DB05271","Rotigotina","spanish",NA
"DB05271","Rotigotine","english","inn/usan"
"DB05273","153SM-EDTMP","english",NA
"DB05273","Samarium (153 Sm) lexidronam","english",NA
"DB05273","Samarium (153Sm) lexidronam","english","inn"
"DB05273","Samarium Sm-153 lexidronam","english",NA
"DB05273","Samarium-153 lexidronam","english",NA
"DB05273","Samarium-153-EDTMP","english",NA
"DB05276","HBIG","english",NA
"DB05276","Hepatitis B Immune Globulin (Human)","english",NA
"DB05276","Hepatitis B immune globulin human","english",NA
"DB05276","Human hepatitis B immunoglobulin","english",NA
"DB05276","Human hepatitis B virus immune globulin","english",NA
"DB05276","Human hepatitis-B immunoglobulin","english",NA
"DB05289","(-)-(2R)-2-(2-fluorobiphenyl-4-yl)propanoic acid","english",NA
"DB05289","(2R)-2-(2-fluorobiphenyl-4-yl)propanoic acid","english",NA
"DB05289","(R)-2-fluoro-a-methyl(1,1'-biphenyl)-4-acetic acid","english",NA
"DB05289","(R)-flurbiprofen","english",NA
"DB05294","N-(4-Bromo-2-fluorophenyl)-6-methoxy-7-((1-methyl-4-piperidinyl)methoxy)-4-quinazolinamine","english",NA
"DB05294","N-(4-Bromo-2-fluorophenyl)-6-methoxy-7-((1-methylpiperidin-4-yl)methoxy)quinazolin-4-amine","english",NA
"DB05294","Vandetanib","english","inn/usan"
"DB05295","1a,25-dihydroxy-2ß-(3-hydroxypropoxy)cholecalciferol","english",NA
"DB05296","Lutetium texaphyrin anhydrous","english",NA
"DB05296","Motexafin lutetium anhydrous","english",NA
"DB05297","DHA Paclitaxel","english",NA
"DB05297","DHA-paclitaxel","english",NA
"DB05297","Paclitaxel 2'-(all-cis-4,7,10,13,16,19-docosahexaenoate)","english",NA
"DB05297","Paclitaxel docosahexaenoic acid ester","english",NA
"DB05304","Girentuximab","english","inn/usan"
"DB05306","Ad5FGF-4","english",NA
"DB05306","Alferminogene tadenovec","english","inn/usan"
"DB05316","Pimavanserin","english","inn"
"DB05343","(2R)-2-propyloctanoic acid","english",NA
"DB05344","Ciliary neurotrophic factor (human)","english",NA
"DB05344","Human ciliary neurotrophic factor","english",NA
"DB05344","Human CNTF","english",NA
"DB05351","2-((R)-((3-methyl-4-(2,2,2-trifluoroethoxy)-2-pyridinyl)methyl)sulfinyl)-1H-benzimidazole","english",NA
"DB05351","Dexlansoprazole","english","inn/usan"
"DB05374","Rintega","english",NA
"DB05377","4-Chlorophenyl 4-chlorobenzenesulfonate","english",NA
"DB05377","Ester sulfonate","english",NA
"DB05380","166Ho-DOTMP","english",NA
"DB05380","Holmium Ho-166 DOTMP","english",NA
"DB05381","1H-Imidazole-4-ethanamine","english",NA
"DB05381","2-(4-imidazolyl)ethylamine","english",NA
"DB05381","4-imidazoleethylamine","english",NA
"DB05381","5-imidazoleethylamine","english",NA
"DB05381","beta-aminoethylglyoxaline","english",NA
"DB05381","beta-aminoethylimidazole","english",NA
"DB05382","diiodine","english","iupac"
"DB05382","I2","english",NA
"DB05382","iodo","spanish",NA
"DB05382","Jod","english",NA
"DB05382","molecular iodine","english",NA
"DB05383","Aminoguanidine","english",NA
"DB05383","Hydrazinecarboximidamide","english","iupac"
"DB05383","Pimagedine","english","inn"
"DB05384","BufferGel","english",NA
"DB05384","Carbomer 974 (P)","english",NA
"DB05384","Carbomer 974P","english",NA
"DB05384","carbomer homopolymer type b","english",NA
"DB05384","Carbomer homopolymer type B (allyl pentaerythritol crosslinked)","english",NA
"DB05384","Carbomer-974P","english",NA
"DB05384","Carbopol polymer","english",NA
"DB05385","Naphthalene 2-sulfonate polymer","english",NA
"DB05385","Polynaphthalene sulphonate","english",NA
"DB05386","Colony-stimulating factor 2 (human clone pCSF-1 protein moiety reduced), glycoform GMC 89-107","english",NA
"DB05386","GM-CSF","english",NA
"DB05386","Regramostim","english","inn/usan"
"DB05386","Regramostime","french","inn"
"DB05386","Regramostimum","latin","inn"
"DB05386","rhGm-CSF","english",NA
"DB05389","TCDO","english",NA
"DB05389","Tetrachlorodecaoxygen","english",NA
"DB05394","Corticoliberin human","english",NA
"DB05394","Corticorelin (human)","english",NA
"DB05394","Corticotropin releasing hormone human","english",NA
"DB05394","Corticotropin-releasing factor","english",NA
"DB05394","Corticotropin-releasing factor (human)","english",NA
"DB05394","Corticotropin-releasing hormone","english",NA
"DB05394","CRF","english",NA
"DB05394","hCRF","english",NA
"DB05394","Human corticoliberin","english",NA
"DB05394","Human corticotropin-releasing factor","english",NA
"DB05396","alb-IFN","english",NA
"DB05396","Albinterferon","english",NA
"DB05396","Albuferon alpha","english",NA
"DB05396","Albumin-interferon alpha","english",NA
"DB05412","Talmapimod","english","inn"
"DB05413","Peptide T1249","english",NA
"DB05424","Canertinib","english","inn"
"DB05437","RIGScan CR","english",NA
"DB05437","RIGScan CR49","english",NA
"DB05448","1-Methylpropyl-2-imidazolyl disulfide","english",NA
"DB05449","Disodium ascorbyl phytostanol phosphates","english",NA
"DB05450","(25R)-5beta-Spirostan-3beta-ol","english",NA
"DB05450","(25R)-Spirostan-3beta-ol","english",NA
"DB05450","Isosarsapogenin","english",NA
"DB05450","Smilagenin","english","inn"
"DB05454","1-(2-(Biphenyl-4-yl)ethyl)-4-(3-(trifluoromethyl)phenyl)-1,2,3,6-tetrahydropyridine","english",NA
"DB05454","Paliroden","english","inn"
"DB05454","Palirodenum","latin",NA
"DB05460","gamma-Glutamyl-S-(benzyl)-cysteinyl-R(-)-phenylglycine diethyl ester","english",NA
"DB05465","tandutinib","spanish","inn"
"DB05478","Pradefovir mesilate","english","inn"
"DB05481","Recombinant alpha 1-antitrypsin","english",NA
"DB05488","99mTc-ciprofloxacin","english",NA
"DB05488","Infecton","english",NA
"DB05488","Technetium (99mTc) ciprofloxacin","english",NA
"DB05488","Technetium Tc 99m ciprofloxacin","english",NA
"DB05513","Atiprimod","english","inn"
"DB05513","Azaspirane","english",NA
"DB05513","N,N-Diethyl-8,8-dipropyl-2-azaspiro(4.5)decane-2-propanamine","english",NA
"DB05520","N-(2-Hydroxy-3-methoxy-5-chlorobenzylidene)huperzine A","english",NA
"DB05521","(1S,3aR,6aS)-(2S)-2-cyclohexyl-N-(pyrazinylcarbonyl)glycyl-3-methyl-L-valyl-N-((1S)-1-((cyclopropylamino)oxoacetyl)butyl)octahydrocyclopenta(c)pyrrole-1-carboxamide","english",NA
"DB05521","Telaprevir","english","inn/usan"
"DB05524","(2E)-N-(4-((3-chloro-4-fluorophenyl)amino)-3-cyano-7-ethoxy-6-quinolinyl)-4-(dimethylamino)-2-butenamide","english",NA
"DB05525","EW-A-401 DNA Plasmid Vector","english",NA
"DB05528","Mipomersen","english","inn"
"DB05531","alpha-Pnp","english",NA
"DB05531","alpha-Pyrrolidinononanophenone","english",NA
"DB05540","L-Alanosine","english",NA
"DB05541","Brivaracetam","english","inn/usan"
"DB05549","(9-(N-(3-Morpholinopropyl)-sulfonyl)-5,6-dihydro-5-oxo-11-H-indeno (1,2-C) isoquinoline methanesulfonic acid","english",NA
"DB05552","3-(2,4-Diamino-6-(3-hydroxyphenyl)pteridin-7-yl)phenol","english",NA
"DB05552","6,7-Bis(3-hydroxyphenyl)pteridine-2,4-diamine","english",NA
"DB05555","7F3com-2H2","english",NA
"DB05555","7F3com2H2","english",NA
"DB05559","NF-kappaB Decoy","english",NA
"DB05559","NF-KB Decoy","english",NA
"DB05585","Verubulin","english","inn/usan"
"DB05590","Bedoradrine","english","inn"
"DB05592","Anavex 2-73","english",NA
"DB05592","Tetrahydro-N,N-dimethyl-2,2-diphenyl-3-furanemethanamine","english",NA
"DB05592","THD-DP-FM","english",NA
"DB05595","Farletuzumab","english","inn/usan"
"DB05599","Acidic fibroblast growth factor","english",NA
"DB05599","Acidic fibroblast growth factor (aFGF)","english",NA
"DB05599","Fibroblast growth factor, acidic","english",NA
"DB05624","Antarelix","english",NA
"DB05626","Retaspimycin","english","inn"
"DB05630","Antimony (V) derivative of sodium gluconate","english",NA
"DB05630","Antimony sodium gluconate","english",NA
"DB05630","Estibogluconato sodico","spanish","inn"
"DB05630","Myostibin","english",NA
"DB05630","Natrii stibogluconas","latin","inn"
"DB05630","Sodium stibogluconate","english","inn"
"DB05630","Stibanate","english",NA
"DB05630","Stibanose","english",NA
"DB05630","Stibatin","english",NA
"DB05630","Stibinol","english",NA
"DB05630","Stibogluconate de sodium","french","inn"
"DB05633","Gly-pro-glu","english",NA
"DB05633","Glycyl-prolyl-glutamic acid","english",NA
"DB05633","GPE","english",NA
"DB05659","Faropenem daloxate","english",NA
"DB05659","Faropenem medoxil","english",NA
"DB05659","Faropenem medoxomil","english","usan"
"DB05660","D-JNKI 1 peptide","english",NA
"DB05660","XG-102 C-terminal acid","english",NA
"DB05668","Ifosfamide mustard","english",NA
"DB05668","Ifosforamide mustard","english",NA
"DB05668","Isophosphamide mustard","english",NA
"DB05668","Isophosphoramide mustard","english",NA
"DB05676","Apremilast","english/spanish/german","inn/usan"
"DB05676","Aprémilast","french","inn"
"DB05676","Apremilastum","latin","inn"
"DB05676","N-{2-[(1S)-1-(3-Ethoxy-4-methoxyphenyl)-2-(methylsulfonyl)ethyl]-1,3-dioxo-2,3-dihydro-1H-isoindol-4-yl}acetamide","english","iupac"
"DB05679","Stelera","english",NA
"DB05683","I-123 BMIPP","english",NA
"DB05683","Iodofiltic acid (123I)","english",NA
"DB05683","Iodofiltic acid I 123","english",NA
"DB05708","3-(2,4-dimethoxybenzylidene)anabaseine","english",NA
"DB05708","Dimethoxybenzylidene anabaseine","english",NA
"DB05708","DMXB-A","english",NA
"DB05708","DMXB-Anabaseine","english",NA
"DB05714","Flovagatran","english","inn"
"DB05719","1-N'-Benzenecarbothioyl-3-(2-benzenecarbothioyl-2-methylhydrazinyl)-N'-methyl-oxopropanehydrazidide","english",NA
"DB05719","Elesclomol","english/spanish","inn/usan"
"DB05719","Élesclomol","french","inn"
"DB05719","Elesclomolum","latin","inn"
"DB05724","alpha-Conotoxin VC 1.1","english",NA
"DB05724","alpha-Conotoxin VC1.1","english",NA
"DB05737","Varespladib methyl ester","english",NA
"DB05773","Ado-trastuzumab","english",NA
"DB05773","Ado-trastuzumab emtansine","english",NA
"DB05773","T-DM1","english",NA
"DB05773","Trastuzumab emtansine","english",NA
"DB05773","Trastuzumab-DM1","english",NA
